,age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,salary
22533,48,18.83647065156688,0.0,0.0,40,3,6,0,7,0,3,1,31,0
22534,21,18.666415640435677,0.0,0.0,36,3,7,1,8,1,3,0,39,0
22535,52,24.719175594027075,0.0,0.0,40,3,1,2,3,1,3,1,39,0
22536,60,20.18437230926947,0.0,0.0,50,2,11,0,4,0,3,1,39,1
22537,45,20.169215324226414,0.0,0.0,50,3,9,0,10,0,3,1,39,1
22538,30,19.902095953023057,0.0,0.0,45,3,10,0,7,0,3,1,39,0
22539,31,19.898067121026095,2.418325592607133,0.0,40,3,10,0,12,0,3,1,39,0
22540,43,22.22920674808353,0.0,0.0,35,3,10,0,7,0,3,1,0,0
22541,36,21.652788674670287,0.0,0.0,35,3,6,0,3,0,3,1,13,0
22542,42,20.360183968310583,0.0,0.0,60,3,13,0,10,0,3,1,39,0
22543,28,20.261212883902616,2.7024461054414277,0.0,35,2,11,0,10,2,3,0,39,1
22544,62,21.295041105585245,0.0,0.0,45,3,13,0,3,0,3,1,39,1
22545,65,20.45031186999811,0.0,0.0,40,0,10,2,0,1,3,0,39,0
22546,45,17.895483819540566,0.0,0.0,40,3,7,0,3,0,3,1,2,1
22547,47,15.66822838632889,0.0,0.0,38,3,8,0,4,0,3,1,39,1
22548,43,24.969544392542964,0.0,0.0,40,3,7,0,12,0,3,1,39,0
22549,24,21.55105703970752,0.0,0.0,35,3,14,1,8,1,3,1,39,0
22550,44,20.356658192543986,0.0,0.0,39,3,10,2,8,1,3,0,39,0
22551,25,20.961290357610796,0.0,0.0,25,3,10,1,4,1,3,1,39,0
22552,21,23.508970474687292,0.0,0.0,40,3,14,1,4,1,3,1,39,0
22553,29,19.579051951416496,0.0,0.0,43,3,7,0,10,0,3,1,39,0
22554,21,23.823881033738704,0.0,0.0,40,3,14,1,8,1,3,1,39,0
22555,41,16.58953420257259,0.0,0.0,45,3,13,0,10,0,3,1,8,1
22556,64,24.839452072304823,0.0,0.0,8,0,8,0,0,2,1,0,39,0
22557,55,17.563095267191777,0.0,0.0,99,4,14,0,14,0,3,1,39,0
22558,42,16.17608782766675,0.0,0.0,40,3,10,0,3,0,3,1,39,0
22559,63,12.895422133849502,0.0,0.0,35,4,10,0,5,0,3,1,39,0
22560,21,25.311166180909954,0.0,0.0,24,3,14,1,12,1,3,1,39,0
22561,28,13.945473087204611,0.0,0.0,55,3,7,1,12,1,3,0,0,0
22562,45,21.865268113966984,0.0,0.0,35,3,10,0,12,2,3,0,39,0
22563,21,19.393359164382154,0.0,0.0,40,3,10,1,8,1,3,0,39,0
22564,34,17.233980992165986,0.0,0.0,40,3,11,0,10,2,0,0,3,1
22565,53,14.850826479865447,0.0,0.0,35,3,2,1,8,1,2,0,39,0
22566,45,20.750026124189237,0.0,0.0,40,3,10,0,7,0,3,1,39,0
22567,47,24.17343997447055,0.0,0.0,4,3,10,2,9,1,3,0,39,0
22568,41,20.103013874188655,0.0,0.0,36,3,1,2,4,1,3,0,39,0
22569,35,17.754139071578088,0.0,2.323929576704881,30,3,8,0,4,2,3,0,39,1
22570,43,27.860673157767987,0.0,0.0,50,3,11,0,4,0,3,1,39,1
22571,53,23.149578317828684,0.0,0.0,32,2,3,0,8,0,3,1,26,0
22572,34,21.534428327882214,0.0,0.0,45,3,14,1,4,1,3,1,39,0
22573,46,17.687018547490418,2.586334373360869,0.0,40,1,7,0,1,0,3,1,39,1
22574,59,23.560215989261728,0.0,0.0,40,3,7,2,4,1,3,0,39,1
22575,53,19.24563286583934,0.0,0.0,50,3,8,2,4,1,0,1,39,0
22576,33,22.907556260706283,0.0,0.0,35,3,5,2,6,1,1,1,14,0
22577,45,17.781504707587008,0.0,0.0,50,3,10,0,14,0,3,1,39,0
22578,48,17.945613054660164,0.0,0.0,40,3,11,0,12,0,3,1,39,1
22579,42,22.44450697310538,0.0,0.0,40,3,14,2,1,1,3,0,39,0
22580,55,20.068552980560312,2.586334373360869,0.0,72,3,10,0,14,0,3,1,39,1
22581,46,13.297547594207442,0.0,0.0,50,4,10,0,14,0,3,1,39,0
22582,17,21.09824481548722,0.0,0.0,16,3,1,1,12,1,3,0,39,0
22583,23,20.54618479040956,0.0,0.0,35,3,14,1,6,1,2,0,39,0
22584,21,23.73147527599293,0.0,0.0,60,3,10,1,14,1,3,1,39,0
22585,53,21.70131144545417,0.0,0.0,40,1,10,2,3,1,1,1,39,0
22586,61,20.79851717331504,0.0,0.0,20,3,10,0,4,0,3,1,39,1
22587,58,23.013918485886638,0.0,0.0,40,2,10,2,8,1,1,1,39,0
22588,36,21.34470221249175,0.0,0.0,50,3,10,0,3,0,3,1,39,0
22589,45,20.951321121759634,0.0,0.0,38,2,14,2,1,1,1,0,39,0
22590,39,17.925985061790726,0.0,0.0,30,3,8,0,3,2,3,0,39,1
22591,39,20.911601920298118,2.8780899709228445,0.0,50,3,8,2,4,1,3,0,39,1
22592,48,24.864778865311262,0.0,0.0,40,3,9,0,4,2,3,0,39,1
22593,41,18.081915122172106,0.0,0.0,38,3,8,0,13,0,3,1,39,0
22594,30,14.84158207322029,0.0,2.3271766004023196,40,3,7,0,10,0,3,1,39,0
22595,50,15.350624649461135,0.0,0.0,45,3,7,2,3,1,1,1,39,0
22596,51,22.28923109416824,2.6868589810723695,0.0,48,4,10,0,3,0,3,1,39,1
22597,23,13.567463699285659,0.0,0.0,40,3,14,2,12,1,3,0,39,0
22598,41,13.13455997974776,0.0,0.0,60,3,14,0,3,0,3,1,39,0
22599,47,20.248727749240263,0.0,0.0,70,1,10,0,1,0,3,1,39,0
22600,51,21.34164229258087,0.0,0.0,55,3,8,0,4,0,3,1,39,0
22601,60,20.8531532024979,0.0,0.0,40,3,10,0,8,0,3,1,39,0
22602,51,20.99400455962703,0.0,0.0,40,3,8,2,13,1,3,0,39,0
22603,20,21.00402108873111,0.0,0.0,40,2,14,1,8,1,3,1,39,0
22604,29,20.588539455101515,0.0,0.0,37,2,10,1,14,1,3,0,39,0
22605,42,19.23875533902138,0.0,0.0,48,2,14,0,11,0,1,1,39,0
22606,32,19.46666854372661,0.0,0.0,16,3,10,2,8,1,1,0,39,0
22607,19,22.210999323921147,2.1672895649572896,0.0,40,3,2,1,12,1,3,1,39,0
22608,34,22.61996850160996,0.0,0.0,45,3,7,0,1,0,1,1,39,1
22609,48,19.455712991662132,0.0,0.0,48,3,10,2,7,1,3,0,39,0
22610,38,20.75480945048277,0.0,0.0,40,3,14,0,3,0,3,1,22,0
22611,38,18.273331928141953,0.0,0.0,50,3,13,1,10,1,3,0,39,1
22612,40,23.01215441235703,0.0,0.0,50,4,8,0,3,0,3,1,39,0
22613,39,13.898500652374809,0.0,0.0,50,3,11,1,4,1,3,1,39,1
22614,38,17.932404829914578,0.0,0.0,40,3,11,0,4,0,1,1,0,0
22615,26,22.798256989932824,0.0,0.0,40,3,8,1,12,1,3,0,39,0
22616,23,17.63642269087337,0.0,0.0,10,2,14,1,10,1,3,1,39,0
22617,20,20.14757727112359,0.0,0.0,40,3,4,1,6,1,3,1,13,0
22618,49,20.88673404314528,0.0,0.0,40,3,8,2,1,1,2,1,30,0
22619,23,21.485897749017028,0.0,0.0,40,3,10,1,1,1,1,0,39,0
22620,47,19.9032375391847,0.0,0.0,45,3,8,0,4,0,3,1,2,1
22621,43,18.333184070303368,0.0,0.0,40,3,14,0,11,0,3,1,39,0
22622,56,13.714120892172245,0.0,0.0,30,3,14,2,8,1,3,1,39,0
22623,60,21.66577964512057,0.0,0.0,35,4,1,0,5,0,3,1,39,0
22624,29,20.09824250732942,0.0,0.0,40,3,10,2,12,1,3,1,39,0
22625,25,25.22612938735372,0.0,0.0,38,3,8,1,4,1,1,0,39,0
22626,39,18.69039295453159,0.0,0.0,40,3,7,1,7,1,3,1,39,0
22627,37,19.465922931985407,2.520183689965497,0.0,35,3,7,1,1,1,2,0,39,0
22628,38,18.13412442705166,2.351928669352627,0.0,45,3,8,1,4,1,3,1,39,0
22629,47,22.394323672949554,0.0,0.0,36,3,10,2,13,1,3,0,39,0
22630,50,21.06911597701861,0.0,0.0,50,4,13,2,12,1,3,1,39,1
22631,64,13.86541876219996,0.0,0.0,40,4,10,0,5,0,3,1,39,1
22632,35,20.1827912482344,0.0,0.0,40,3,14,0,3,0,3,1,39,0
22633,25,20.56785456577844,0.0,0.0,40,0,1,1,0,1,3,0,39,0
22634,42,21.520796588798248,0.0,0.0,44,3,8,0,10,0,3,1,39,1
22635,51,18.23052996486521,0.0,0.0,40,3,8,2,10,1,3,1,39,0
22636,21,21.20337568061462,0.0,0.0,40,3,10,1,8,1,3,1,39,0
22637,53,23.09166718067325,0.0,0.0,50,4,11,2,4,1,3,1,39,1
22638,29,20.957842122618175,0.0,0.0,40,3,7,2,1,1,3,0,39,0
22639,34,24.163629301548927,2.418325592607133,0.0,50,3,13,0,4,0,3,1,0,0
22640,37,24.158258477293913,0.0,0.0,50,3,11,0,10,0,3,1,39,1
22641,20,21.059058248650647,0.0,0.0,40,3,2,1,1,1,3,0,39,0
22642,18,22.720601352551462,0.0,0.0,50,3,14,1,4,1,3,1,39,0
22643,57,15.74609503183665,2.7024461054414277,0.0,45,3,14,0,4,0,3,1,39,1
22644,47,17.743855443975143,0.0,0.0,40,0,7,0,0,0,3,1,39,1
22645,27,21.557123804703778,2.418325592607133,0.0,40,3,14,0,1,0,3,1,39,0
22646,23,21.54313507299859,0.0,0.0,50,3,7,1,3,1,3,1,39,0
22647,36,20.708290633118832,0.0,0.0,60,3,8,2,12,1,3,1,39,0
22648,48,17.65589569997035,0.0,0.0,40,3,10,2,1,1,3,0,39,0
22649,40,19.51918767935238,0.0,0.0,43,3,14,0,7,0,3,1,39,0
22650,51,24.45993442342751,0.0,0.0,16,3,8,2,10,1,3,0,39,0
22651,59,20.51478174395244,0.0,0.0,40,3,6,0,8,0,3,1,39,0
22652,32,23.170447349097834,0.0,0.0,40,3,14,0,12,1,0,0,12,0
22653,39,26.711128910591963,0.0,0.0,40,3,14,2,8,1,3,1,39,0
22654,32,14.796411049396513,0.0,0.0,40,3,10,0,6,0,3,1,39,0
22655,38,17.95477670137664,0.0,0.0,40,3,10,0,1,2,3,0,39,1
22656,44,20.706347880690473,0.0,0.0,38,2,8,1,1,1,3,0,39,0
22657,51,19.303587783761383,0.0,0.0,40,3,10,0,13,0,3,1,39,0
22658,54,20.827964452965436,0.0,0.0,20,3,10,1,8,1,3,0,18,0
22659,22,13.640152333200819,0.0,0.0,30,3,14,1,12,1,3,0,39,0
22660,19,21.677495747584043,0.0,0.0,40,3,10,1,5,1,3,0,39,0
22661,31,23.034830801811175,0.0,0.0,45,1,7,0,13,0,3,1,39,0
22662,53,14.75487119810664,0.0,0.0,40,3,10,0,3,0,3,1,39,0
22663,28,19.38982784715092,0.0,0.0,45,3,8,0,4,0,3,1,39,0
22664,19,23.993794613414323,0.0,0.0,32,3,10,1,11,1,3,1,39,0
22665,40,24.26251608276582,0.0,0.0,40,1,14,0,1,0,1,1,39,1
22666,21,22.165088676493607,0.0,0.0,10,3,14,1,1,1,3,1,39,0
22667,39,21.564631509457236,0.0,0.0,60,3,8,0,4,0,3,1,22,1
22668,40,19.77856842214724,2.6868589810723695,0.0,35,2,11,0,10,0,3,1,39,1
22669,36,18.460505358107717,0.0,0.0,40,3,10,0,10,0,0,1,1,0
22670,18,20.964411307637004,0.0,0.0,42,3,6,1,12,1,3,0,39,0
22671,32,22.90183490270744,2.7024461054414277,0.0,55,3,8,0,12,0,3,1,26,1
22672,50,16.898701264629207,0.0,0.0,40,3,10,0,10,0,3,1,39,0
22673,18,20.24481198877569,0.0,0.0,15,3,1,1,12,1,3,1,39,0
22674,19,16.13398864646222,0.0,0.0,43,3,10,1,7,1,3,1,39,0
22675,53,21.152445994033098,0.0,0.0,40,3,14,2,3,1,3,1,39,1
22676,49,25.197440691218546,0.0,0.0,32,3,10,2,8,1,1,0,39,0
22677,40,21.53052187363309,0.0,0.0,45,3,8,2,14,1,2,1,0,0
22678,31,19.4351085359748,0.0,0.0,40,3,14,1,4,1,3,1,39,0
22679,47,17.24788380100209,0.0,0.0,35,4,10,0,5,0,3,1,39,0
22680,35,19.524161046539326,0.0,0.0,40,2,14,0,8,0,3,1,39,0
22681,47,21.262190503338807,0.0,0.0,20,2,14,1,8,1,3,0,39,0
22682,43,22.59610540293335,0.0,0.0,20,4,11,2,10,1,3,0,39,0
22683,51,21.927445209270587,0.0,0.0,21,3,14,1,7,1,3,1,39,0
22684,54,22.58213760929553,0.0,0.0,40,3,11,0,10,0,3,1,39,1
22685,76,20.559373241218573,0.0,0.0,30,2,6,0,8,0,3,1,39,0
22686,33,21.809981875934835,0.0,0.0,43,3,5,1,12,1,3,1,26,0
22687,19,18.262382576509925,0.0,0.0,15,3,2,1,14,1,3,1,39,0
22688,49,17.21994653521346,2.577044792151545,0.0,40,3,7,0,3,0,3,1,39,0
22689,26,21.476641688011085,0.0,0.0,40,3,10,0,14,0,3,1,39,0
22690,23,18.23955946272014,0.0,0.0,15,3,14,1,8,1,3,0,39,0
22691,49,19.31802993481484,2.6868589810723695,0.0,40,3,10,0,3,0,3,1,39,1
22692,24,23.53457754006542,0.0,0.0,65,3,14,1,12,1,3,1,39,0
22693,48,23.75306916737077,0.0,0.0,40,3,10,1,12,1,3,1,39,0
22694,36,19.459242495978284,0.0,0.0,40,2,14,0,11,0,3,1,39,0
22695,33,23.17133157771998,2.2488317470608514,0.0,40,3,2,2,1,1,3,0,39,0
22696,31,20.237154631877093,2.9113021834918844,0.0,48,3,8,0,10,0,0,1,30,1
22697,53,17.513602208718243,0.0,0.0,44,3,8,0,4,0,3,1,39,1
22698,22,21.00652972568485,0.0,0.0,10,3,8,1,1,1,3,0,39,0
22699,43,20.123384761836196,0.0,0.0,40,3,10,0,3,0,3,1,39,0
22700,31,20.871352631696972,0.0,0.0,40,3,7,0,1,0,3,1,22,0
22701,53,21.038792066966163,0.0,0.0,40,2,11,2,10,1,3,0,39,0
22702,36,15.255191340585151,0.0,0.0,45,1,8,0,4,0,3,1,39,0
22703,47,20.21110283813511,0.0,0.0,40,2,10,0,4,0,3,1,39,1
22704,52,17.979603561306746,0.0,0.0,40,3,14,0,10,0,3,1,11,1
22705,39,21.422886902452568,0.0,0.0,40,3,10,2,7,1,3,0,39,0
22706,24,25.871749910092497,0.0,0.0,40,3,8,1,12,1,3,1,39,0
22707,17,20.33272936453752,0.0,2.2702496239805665,40,2,0,1,11,1,3,0,39,0
22708,53,23.07689225207499,2.9113021834918844,0.0,40,2,11,0,10,2,3,0,39,1
22709,21,20.871077654421818,0.0,0.0,40,3,14,1,12,1,3,1,39,0
22710,29,17.365271342620165,0.0,0.0,64,3,8,1,10,1,0,1,30,1
22711,34,22.43014310453208,0.0,0.0,40,2,8,0,10,0,3,1,39,0
22712,28,20.648292115229886,0.0,0.0,40,3,14,1,1,1,3,0,39,0
22713,61,20.07448906915205,0.0,0.0,40,3,8,0,12,0,3,1,39,1
22714,20,16.306739684220126,0.0,0.0,60,3,10,0,6,0,3,1,39,0
22715,47,17.932318122237746,0.0,0.0,40,2,10,0,13,0,3,1,39,0
22716,40,21.771104985230266,0.0,0.0,45,3,8,0,12,0,3,1,39,1
22717,26,21.49436148610756,0.0,0.0,10,2,14,1,8,1,1,0,23,0
22718,53,19.331989947732307,0.0,0.0,40,3,14,0,3,0,3,1,39,1
22719,26,13.793679850856046,0.0,0.0,50,3,8,1,12,1,3,1,39,0
22720,39,22.08072013440493,0.0,2.3761818904437293,99,3,13,0,12,0,3,1,39,1
22721,17,20.40905952818626,0.0,0.0,15,2,1,1,10,1,1,1,39,0
22722,46,24.75615141509747,0.0,0.0,40,3,9,1,10,1,3,1,39,1
22723,34,21.239031098818053,2.9113021834918844,0.0,40,3,8,0,12,0,3,1,39,1
22724,45,18.09589589140583,0.0,0.0,45,4,8,2,10,1,3,1,10,0
22725,23,21.57845409626284,0.0,0.0,16,3,10,1,1,1,3,0,39,0
22726,41,23.179485823990554,0.0,0.0,40,3,10,0,3,0,3,1,39,0
22727,26,18.02310362860237,0.0,0.0,40,3,8,1,12,1,3,0,39,0
22728,28,23.064065677467212,0.0,0.0,4,4,8,1,10,1,3,0,39,0
22729,18,18.509348231510067,0.0,0.0,15,3,1,1,12,1,3,1,39,0
22730,38,18.31408541148585,0.0,0.0,40,3,10,1,10,1,3,1,39,1
22731,66,20.768107053198033,2.430884051739089,0.0,30,0,7,2,0,1,3,0,39,0
22732,28,20.94316129861797,0.0,0.0,40,3,8,0,12,0,3,1,39,1
22733,49,14.429200433846207,0.0,0.0,40,3,11,1,10,1,3,1,39,1
22734,29,20.649598298823133,0.0,0.0,40,3,8,1,12,1,3,1,39,0
22735,43,21.559993122773594,0.0,0.0,50,2,11,0,4,2,2,0,39,1
22736,34,18.296355593807203,0.0,0.0,40,2,11,1,10,1,3,0,39,0
22737,30,21.62161846377412,0.0,0.0,45,3,7,0,12,0,3,1,39,1
22738,25,25.220910622474594,0.0,0.0,40,3,8,0,4,0,3,1,39,1
22739,27,20.289287703655074,0.0,0.0,40,3,8,0,4,0,3,1,39,0
22740,25,22.135505683433724,0.0,0.0,40,3,10,1,12,1,1,1,39,0
22741,22,19.602526041812087,0.0,0.0,40,3,14,1,1,1,3,0,39,0
22742,26,17.33381989018636,0.0,0.0,40,3,10,1,1,1,3,1,0,0
22743,49,15.699591697590147,0.0,0.0,40,3,10,0,11,0,3,1,39,0
22744,44,21.004182963403142,2.446254362656289,0.0,50,4,10,0,3,0,3,1,39,0
22745,37,19.830385748644627,2.3401852265959704,0.0,50,4,7,0,5,0,3,1,39,0
22746,39,26.471001523444368,0.0,0.0,45,3,8,1,4,1,1,1,39,0
22747,33,25.134321580030335,0.0,0.0,40,3,10,2,14,1,3,0,39,0
22748,41,20.792540375615154,0.0,2.3139646691309244,35,4,11,0,12,2,3,0,39,1
22749,65,18.02203597623293,3.5938096706605864,0.0,40,3,8,0,4,0,3,1,39,1
22750,40,13.676553738073936,0.0,0.0,53,3,8,1,12,1,3,1,39,0
22751,26,20.240471876978937,0.0,0.0,20,0,8,0,0,2,3,0,39,0
22752,31,23.18558583706257,0.0,0.0,40,3,14,1,11,1,3,1,39,0
22753,28,22.711665195540707,0.0,0.0,40,3,14,1,4,1,3,0,39,0
22754,71,18.22731073664636,0.0,2.381813120409966,52,3,10,0,12,0,3,1,39,0
22755,25,13.361515988291586,0.0,0.0,40,2,8,1,1,1,3,0,39,0
22756,25,23.293484038460658,0.0,0.0,60,3,5,0,3,0,3,1,39,0
22757,19,20.719823262461198,0.0,0.0,30,0,14,0,0,2,3,0,39,0
22758,36,20.4755497252022,0.0,0.0,60,4,13,0,3,0,3,1,39,0
22759,56,20.662391468407048,0.0,0.0,40,3,10,0,7,0,3,1,39,0
22760,34,18.066714938439155,0.0,0.0,40,3,14,0,7,0,3,1,39,0
22761,39,19.280608027477445,0.0,0.0,40,3,8,0,3,0,3,1,39,1
22762,31,21.06208243163555,0.0,0.0,45,3,13,2,10,1,3,0,39,1
22763,22,21.731287929269925,0.0,0.0,20,3,10,1,1,1,3,0,39,0
22764,44,18.181437468156016,0.0,0.0,38,3,14,1,3,1,3,1,39,0
22765,60,17.5788100497057,0.0,0.0,45,4,10,0,12,0,3,1,39,0
22766,65,19.651331529269758,0.0,0.0,40,3,1,2,7,1,3,1,39,0
22767,44,21.636541690940916,0.0,0.0,50,3,14,0,12,0,3,1,9,1
22768,53,16.96232149030302,0.0,0.0,40,2,10,2,4,1,3,1,39,0
22769,28,21.52969523577749,0.0,0.0,40,3,10,0,14,0,3,1,39,0
22770,41,20.31229638064335,0.0,0.0,45,3,8,2,4,1,3,0,39,0
22771,40,21.390214000110465,0.0,0.0,15,3,10,2,1,1,3,0,0,0
22772,35,17.340008802001243,0.0,0.0,40,3,1,0,12,2,3,0,39,0
22773,41,23.399825299161886,0.0,0.0,70,3,6,0,12,2,3,0,6,0
22774,28,20.82458796687761,0.0,0.0,35,3,10,0,3,0,3,1,2,0
22775,53,22.273342902862144,0.0,0.0,40,3,10,0,3,0,3,1,26,0
22776,26,19.087885208438706,0.0,0.0,45,3,14,1,8,1,3,0,39,0
22777,28,21.17641687165624,0.0,0.0,40,2,10,1,14,1,1,0,39,0
22778,27,17.670141105659948,0.0,0.0,40,3,14,2,3,1,3,0,39,0
22779,27,21.688114695078472,0.0,0.0,8,3,10,1,1,1,2,0,39,0
22780,26,18.494309162724747,0.0,0.0,40,3,10,0,3,0,3,1,39,1
22781,53,20.052635597234808,0.0,0.0,35,3,10,2,12,1,3,0,39,0
22782,34,18.119559679494536,0.0,0.0,40,3,10,0,3,0,3,1,11,1
22783,50,21.000890775844624,0.0,0.0,50,3,11,1,10,1,1,1,38,0
22784,30,22.97243754980667,0.0,0.0,62,3,10,2,1,1,1,0,39,0
22785,47,24.21353232213984,0.0,0.0,40,3,10,2,3,1,1,1,39,0
22786,27,21.254305530285976,0.0,0.0,40,0,10,1,0,1,3,1,39,0
22787,55,13.371147425015256,0.0,0.0,40,1,14,0,1,0,3,1,39,0
22788,21,19.46666854372661,0.0,0.0,29,3,14,1,8,1,3,0,0,0
22789,35,20.432868026861104,0.0,0.0,40,3,14,1,14,1,3,1,39,0
22790,31,20.079246503966456,0.0,0.0,50,4,2,0,12,2,0,0,0,0
22791,39,24.705227407192027,0.0,0.0,60,3,11,0,4,0,3,1,39,1
22792,30,16.55795905613306,0.0,0.0,55,3,8,0,4,0,3,1,39,0
22793,39,20.49088022077724,0.0,2.311929867334273,40,3,10,0,14,0,1,1,39,1
22794,19,17.487341958093243,0.0,0.0,20,3,14,1,12,1,3,0,39,0
22795,25,18.870232215071145,0.0,0.0,40,0,10,2,0,1,3,1,39,0
22796,57,12.58989755353857,0.0,0.0,60,4,10,0,8,0,3,1,39,0
22797,21,18.29941613709219,0.0,0.0,20,3,14,1,10,1,0,0,35,0
22798,30,15.57186530554643,0.0,0.0,44,0,5,2,0,1,3,0,39,0
22799,25,12.10509284029303,0.0,0.0,22,4,14,1,8,1,3,0,39,0
22800,32,17.366942051023603,0.0,0.0,45,3,7,0,14,0,3,1,39,1
22801,26,19.671166150474345,0.0,2.268987144177596,40,3,10,2,3,1,1,0,39,0
22802,42,15.162094304548535,0.0,0.0,40,3,14,0,7,0,3,1,39,0
22803,39,18.05848491773483,0.0,0.0,47,4,14,2,12,1,3,1,39,0
22804,48,21.140416700846863,0.0,0.0,44,3,8,2,9,1,3,0,11,0
22805,24,26.4377964328987,0.0,0.0,35,3,14,1,8,1,1,0,39,0
22806,46,25.209917253638398,0.0,0.0,40,3,7,0,3,0,1,1,39,1
22807,53,20.394162587923674,0.0,0.0,25,3,14,0,12,0,3,1,39,0
22808,36,21.43099371622975,0.0,0.0,70,1,14,0,1,0,3,1,39,0
22809,34,19.919705249377945,0.0,0.0,45,3,10,2,3,1,3,1,39,0
22810,25,18.186302289744905,0.0,0.0,70,3,10,1,14,1,3,1,39,0
22811,33,19.164245205660464,3.5938096706605864,0.0,30,3,14,1,1,1,3,0,39,1
22812,45,19.499627005937096,0.0,0.0,40,3,8,0,10,0,3,1,39,1
22813,31,21.239031098818053,0.0,0.0,40,1,7,1,1,1,3,1,39,0
22814,21,21.222912938308582,0.0,0.0,20,3,10,1,7,1,3,1,39,0
22815,33,20.465144953360674,1.6925635482034116,0.0,55,3,6,2,3,1,3,1,39,0
22816,44,24.09224030654627,0.0,0.0,40,3,14,2,1,1,3,0,39,0
22817,34,20.528550954643844,0.0,0.0,40,3,7,0,4,2,3,0,33,1
22818,30,16.788842009395704,0.0,0.0,10,3,14,2,1,1,3,0,39,0
22819,32,20.925367035380365,0.0,0.0,40,2,14,1,1,1,1,0,39,0
22820,46,21.970781437329197,0.0,0.0,40,0,10,2,0,1,1,0,39,0
22821,29,19.130448055270094,0.0,0.0,40,3,8,0,10,0,3,1,39,1
22822,20,21.637923738177925,0.0,0.0,20,3,14,1,8,1,3,1,39,0
22823,35,17.534414386118556,0.0,0.0,40,2,10,2,11,1,3,0,39,0
22824,35,22.30562604116473,0.0,0.0,40,3,10,2,10,1,1,0,39,0
22825,29,13.090092358151729,0.0,0.0,38,3,10,1,8,1,3,0,39,0
22826,21,20.210739456536093,0.0,0.0,40,3,10,1,7,1,3,1,39,0
22827,43,21.069516917520495,0.0,0.0,40,1,8,0,10,0,3,1,30,1
22828,33,19.796541345280353,0.0,0.0,40,3,10,0,7,0,3,1,39,0
22829,61,19.724646809670098,0.0,0.0,50,1,13,0,10,0,3,1,39,1
22830,42,20.427121687116035,0.0,0.0,40,3,11,1,10,1,3,0,39,0
22831,33,26.853922173732496,0.0,0.0,40,3,2,0,1,2,3,0,39,0
22832,35,21.0093609779625,0.0,0.0,40,2,14,1,10,1,1,0,39,0
22833,32,21.580867210648076,0.0,0.0,24,0,10,0,0,0,3,1,39,0
22834,22,18.863382656766117,0.0,0.0,20,3,14,1,12,1,3,0,39,0
22835,61,12.729134348335377,0.0,0.0,40,3,10,2,4,1,3,0,39,0
22836,28,15.24694568819663,2.381383713345187,0.0,35,3,7,1,8,1,3,0,39,0
22837,24,16.136666699361182,0.0,0.0,40,3,10,1,8,1,1,1,39,0
22838,58,15.207221784256397,0.0,0.0,35,2,11,1,10,1,3,1,39,0
22839,42,25.341022545511436,0.0,0.0,40,3,10,0,6,0,3,1,39,0
22840,56,21.661968431096277,0.0,0.0,45,3,14,0,12,0,3,1,39,1
22841,26,22.49674963868011,0.0,0.0,40,0,14,1,0,1,3,0,39,0
22842,25,22.757450099760753,0.0,0.0,40,3,10,2,6,1,1,0,39,0
22843,59,17.744034442501764,0.0,0.0,40,3,10,0,1,2,3,0,39,0
22844,65,18.43502012196241,2.500240405285504,0.0,10,4,8,0,12,0,3,1,39,0
22845,57,23.744035295279144,0.0,2.417850311325856,50,3,11,2,4,1,3,1,39,1
22846,36,17.710737109943175,0.0,0.0,44,3,7,0,4,0,3,1,39,1
22847,42,20.41514434011034,0.0,2.311929867334273,50,3,14,0,12,0,3,1,39,1
22848,18,21.43688380755661,0.0,0.0,20,0,2,1,0,1,1,1,39,0
22849,18,18.43282504668321,0.0,0.0,40,3,1,0,3,0,3,1,39,0
22850,28,15.971972339112833,0.0,0.0,40,3,10,0,3,0,3,1,39,1
22851,20,12.561236538913203,0.0,0.0,20,3,10,0,1,2,3,0,39,0
22852,19,20.731112198390452,0.0,0.0,30,3,14,1,13,1,3,1,39,0
22853,28,25.311335767638933,0.0,0.0,48,3,8,2,8,1,3,0,9,1
22854,37,17.018897836383594,0.0,0.0,40,3,7,0,1,0,3,1,39,0
22855,23,18.34704396589963,0.0,0.0,40,3,14,1,14,1,3,1,39,0
22856,60,20.019502704788522,0.0,0.0,47,3,14,2,3,1,3,1,39,0
22857,17,24.14812747429078,0.0,0.0,12,2,2,1,1,1,3,0,39,0
22858,37,14.876330834515912,2.5684781268308794,0.0,45,2,8,1,10,1,3,0,39,0
22859,29,22.22244400709642,0.0,0.0,40,2,7,2,1,1,3,1,39,0
22860,34,27.284613478080498,0.0,0.0,20,3,10,2,14,1,1,1,39,0
22861,36,24.526949991998848,0.0,0.0,40,3,14,0,3,0,3,1,0,1
22862,37,21.28768500025088,0.0,0.0,15,4,14,0,4,2,3,0,39,0
22863,47,20.223748416156685,0.0,0.0,40,2,8,0,8,0,3,1,39,0
22864,22,13.74214315568562,0.0,0.0,40,3,10,1,8,1,3,0,39,0
22865,61,24.451183030422573,0.0,0.0,40,3,10,0,8,0,3,1,39,0
22866,57,25.00369518065766,0.0,0.0,45,3,4,0,5,0,3,1,26,0
22867,33,23.997087867001202,0.0,2.306571306821375,40,1,9,0,10,0,3,1,39,1
